0.000000000000000000e+00,1.350579999999999927e+04,2.680859999999999854e+04,9.684000000000000000e+03,4.164609999999999854e+04,2.423640000000000146e+04,2.597020000000000073e+04,3.522900000000000091e+03,1.432100000000000000e+04,3.296190000000000146e+04
1.339000000000000000e+04,0.000000000000000000e+00,1.348350000000000000e+04,1.951950000000000000e+04,4.881590000000000146e+04,2.261670000000000073e+04,2.688090000000000146e+04,1.230250000000000000e+04,2.705190000000000146e+04,2.960059999999999854e+04
2.685150000000000000e+04,1.364510000000000036e+04,0.000000000000000000e+00,3.298100000000000000e+04,5.538159999999999854e+04,2.784200000000000000e+04,2.069950000000000000e+04,2.576400000000000000e+04,3.646319999999999709e+04,3.482590000000000146e+04
9.689100000000000364e+03,1.958770000000000073e+04,3.289050000000000000e+04,0.000000000000000000e+00,4.543740000000000146e+04,3.346859999999999854e+04,3.178970000000000073e+04,7.886600000000000364e+03,1.770009999999999854e+04,4.219409999999999854e+04
4.166259999999999854e+04,4.903930000000000291e+04,5.567809999999999854e+04,4.539109999999999854e+04,0.000000000000000000e+00,3.287759999999999854e+04,6.697739999999999418e+04,4.410530000000000291e+04,2.828779999999999927e+04,3.653819999999999709e+04
2.426620000000000073e+04,2.252620000000000073e+04,2.773220000000000073e+04,3.343540000000000146e+04,3.283750000000000000e+04,0.000000000000000000e+00,4.535980000000000291e+04,2.727429999999999927e+04,2.492959999999999854e+04,1.001370000000000073e+04
2.582650000000000000e+04,2.682200000000000000e+04,2.061320000000000073e+04,3.174879999999999927e+04,6.681350000000000000e+04,4.535500000000000000e+04,0.000000000000000000e+00,2.453179999999999927e+04,3.948840000000000146e+04,5.233890000000000146e+04
3.487300000000000182e+03,1.242729999999999927e+04,2.573009999999999854e+04,7.898500000000000000e+03,4.407950000000000000e+04,2.726679999999999927e+04,2.462929999999999927e+04,0.000000000000000000e+00,1.675440000000000146e+04,3.599230000000000291e+04
1.433039999999999964e+04,2.718079999999999927e+04,3.648880000000000291e+04,1.765529999999999927e+04,2.825959999999999854e+04,2.508259999999999854e+04,3.964519999999999709e+04,1.677309999999999854e+04,0.000000000000000000e+00,3.298800000000000000e+04
3.297559999999999854e+04,2.975479999999999927e+04,3.496080000000000291e+04,4.214480000000000291e+04,3.642700000000000000e+04,9.907200000000000728e+03,5.258840000000000146e+04,3.598369999999999709e+04,3.293200000000000000e+04,0.000000000000000000e+00
